"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"ConEmuC64","1","143","95985664","6905856","3153920","9640","C:\Program Files\ConEmu\ConEmu\ConEmuC64.exe","ConEmu-Maximus5","2.75","161206","161206","ConEmu console extender (x64)","ConEmu","Process","8",,"False",,"3436","Microsoft.Win32.SafeHandles.SafeProcessHandle","143","1420",".","0","","System.Diagnostics.ProcessModule (ConEmuC64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9640","9640","3153920","3153920","177408","177408","3219456","3219456","8073216","8073216","99131392","99131392","True","Normal","3153920","3153920","00:00:01.7968750","ConEmuC64","15","True","1","System.Diagnostics.ProcessStartInfo","1/5/2018 7:24:42 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.7500000","00:00:00.9531250","95985664","95985664","False",,,,"6905856","6905856",,
"ConEmuC64","1","141","98172928","8159232","3088384","9784","C:\Program Files\ConEmu\ConEmu\ConEmuC64.exe","ConEmu-Maximus5","0.71875","161206","161206","ConEmu console extender (x64)","ConEmu","Process","8",,"False",,"3480","Microsoft.Win32.SafeHandles.SafeProcessHandle","141","12136",".","0","","System.Diagnostics.ProcessModule (ConEmuC64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9784","9784","3088384","3088384","173808","173808","3186688","3186688","8167424","8167424","99221504","99221504","True","Normal","3088384","3088384","00:00:00.5468750","ConEmuC64","15","True","1","System.Diagnostics.ProcessStartInfo","1/5/2018 7:43:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7187500","00:00:00.1718750","98172928","98172928","False",,,,"8159232","8159232",,
"conhost","0","91","2199085260800","25133056","1359872","7728","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","3.328125","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"2268","Microsoft.Win32.SafeHandles.SafeProcessHandle","91","5372",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7728","7728","1359872","1359872","122704","122704","1519616","1519616","25436160","25436160","62791680","2199086047232","True","Normal","1359872","1359872","00:00:02.5625000","conhost","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.3281250","00:00:00.7656250","62005248","2199085260800","False",,,,"25133056","25133056",,
"conhost","1","103","2199117885440","29880320","5308416","9632","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","0.140625","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"2200","Microsoft.Win32.SafeHandles.SafeProcessHandle","103","9028",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9632","9632","5308416","5308416","179000","179000","5459968","5459968","30343168","30343168","95379456","2199118635008","True","Normal","5308416","5308416","00:00:00.1406250","conhost","15","True","1","System.Diagnostics.ProcessStartInfo","1/2/2018 9:58:46 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00","94629888","2199117885440","False",,,,"29880320","29880320",,
"conhost","1","109","2199116738560","8679424","2473984","9768","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","11.53125","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"3512","Microsoft.Win32.SafeHandles.SafeProcessHandle","109","14004",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9768","9768","2473984","2473984","181880","181880","2641920","2641920","9035776","9035776","94269440","2199117524992","True","Normal","2473984","2473984","00:00:07.3906250","conhost","15","True","1","System.Diagnostics.ProcessStartInfo","1/5/2018 7:30:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:11.5312500","00:00:04.1406250","93483008","2199116738560","False",,,,"8679424","8679424",,
"conhost","1","108","2199116476416","8622080","2273280","10040","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","0.703125","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"3144","Microsoft.Win32.SafeHandles.SafeProcessHandle","108","14048",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10040","10040","2273280","2273280","180840","180840","2273280","2273280","8622080","8622080","93220864","2199116476416","True","Normal","2273280","2273280","00:00:00.5625000","conhost","15","True","1","System.Diagnostics.ProcessStartInfo","1/5/2018 7:43:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7031250","00:00:00.1406250","93220864","2199116476416","False",,,,"8622080","8622080",,
"conhost","1","111","2199116738560","8364032","2322432","9768","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","1.703125","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"1920","Microsoft.Win32.SafeHandles.SafeProcessHandle","111","15164",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9768","9768","2322432","2322432","183928","183928","2691072","2691072","8708096","8708096","93483008","2199116738560","True","Normal","2322432","2322432","00:00:01.1875000","conhost","15","True","1","System.Diagnostics.ProcessStartInfo","1/5/2018 7:24:42 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.7031250","00:00:00.5156250","93483008","2199116738560","False",,,,"8364032","8364032",,
"csrss","0","688","2199083966464","8093696","1585152","19360",,,"37.0625",,,,,"Process","13",,,,,,"688","828",".","0","",,,,,"19360","19360","1585152","1585152","205400","205400","1839104","1839104","39817216","39817216","62558208","2199085813760",,,"1585152","1585152","00:00:34.2968750","csrss",,"True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:37.0625000","00:00:02.7656250","60710912","2199083966464","False",,,,"8093696","8093696",,
"csrss","1","616","2199317995520","112414720","2715648","28248",,,"119.109375",,,,,"Process","13",,,,,,"616","932",".","0","",,,,,"28248","28248","2715648","2715648","624672","624672","21053440","21053440","237731840","237731840","428441600","2199451697152",,,"2715648","2715648","00:01:58.6250000","csrss",,"True","1","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:15 AM",,"System.Diagnostics.ProcessThreadCollection","00:01:59.1093750","00:00:00.4843750","294739968","2199317995520","False",,,,"112414720","112414720",,
"dasHost","0","265","2199065477120","17813504","3366912","13176","C:\WINDOWS\system32\dashost.exe","Microsoft Corporation","2.796875","10.0.14393.82 (rs1_release.160805-1735)","10.0.14393.82","Device Association Framework Provider Host","Microsoft? Windows? Operating System","Process","8",,"False",,"3316","Microsoft.Win32.SafeHandles.SafeProcessHandle","265","4476",".","0","","System.Diagnostics.ProcessModule (dashost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13176","13176","3366912","3366912","83568","83568","3411968","3411968","19554304","19554304","44990464","2199068246016","True","Normal","3366912","3366912","00:00:02.3125000","dasHost","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:31 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.7968750","00:00:00.4843750","42221568","2199065477120","False",,,,"17813504","17813504",,
"DCCService","0","579","239431680","31838208","24780800","33832","C:\Program Files (x86)\Dell Customer Connect\DCCService.exe","Dell Inc.","4.484375","1.4.15","1.4.15","DCCService","DCC Service","Process","8",,"False",,"3080","Microsoft.Win32.SafeHandles.SafeProcessHandle","579","6516",".","0","","System.Diagnostics.ProcessModule (DCCService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","33832","33832","24780800","24780800","383528","383528","26370048","26370048","41984000","41984000","251752448","251752448","True","Normal","24780800","24780800","00:00:02.4687500","DCCService","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:56:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.4843750","00:00:02.0156250","239431680","239431680","False",,,,"31838208","31838208",,
"DCSHelper","1","156","88559616","32673792","1667072","11128","C:\ProgramData\DatacardService\DCSHelper.exe","Huawei Technologies Co., Ltd.","0.21875","2, 0, 0, 62","2, 0, 0, 62","DataCardMonitor MFC Application","Huawei Technologies Co., Ltd. DataCardMonitor","Process","8",,"False",,"3572","Microsoft.Win32.SafeHandles.SafeProcessHandle","156","2352",".","393354","DataCardMonitor","System.Diagnostics.ProcessModule (DCSHelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11128","11128","1667072","1667072","169944","169944","1925120","1925120","33091584","33091584","92872704","92872704","True","Normal","1667072","1667072","00:00:00.1875000","DCSHelper","15","True","1","System.Diagnostics.ProcessStartInfo","1/2/2018 9:58:37 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2187500","00:00:00.0312500","88559616","88559616","False",,,,"32673792","32673792",,
"DDVCollectorSvcApi","0","89","33320960","14589952","1196032","6848","C:\Program Files\Dell\DellDataVault\DDVCollectorSvcApi.exe","Dell Inc.","0.3125","5.1.0.0","5.1.0.39","Dell Data Vault Data Collector Service API","Dell Data Vault","Process","8",,"False",,"3500","Microsoft.Win32.SafeHandles.SafeProcessHandle","89","7716",".","0","","System.Diagnostics.ProcessModule (DDVCollectorSvcApi.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","6848","6848","1196032","1196032","60936","60936","1343488","1343488","14811136","14811136","39612416","39612416","True","Normal","1196032","1196032","00:00:00.1406250","DDVCollectorSvcApi","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 10:00:26 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3125000","00:00:00.1718750","33320960","33320960","False",,,,"14589952","14589952",,
"DDVDataCollector","0","362","148594688","52535296","20520960","20552","C:\Program Files\Dell\DellDataVault\DDVDataCollector.exe","Dell Inc.","63.953125","5.1.0.39","5.1.0.39","Dell Data Vault Data Collector Service","Dell Data Vault","Process","8",,"False",,"3372","Microsoft.Win32.SafeHandles.SafeProcessHandle","362","9264",".","0","","System.Diagnostics.ProcessModule (DDVDataCollector.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20552","20552","20520960","20520960","217352","217352","22892544","22892544","56623104","56623104","160227328","160227328","True","Normal","20520960","20520960","00:00:49.0468750","DDVDataCollector","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 10:00:25 AM",,"System.Diagnostics.ProcessThreadCollection","00:01:03.9531250","00:00:14.9062500","148594688","148594688","False",,,,"52535296","52535296",,
"DDVRulesProcessor","0","211","84242432","26095616","5775360","16752","C:\Program Files\Dell\DellDataVault\DDVRulesProcessor.exe","Dell Inc.","2.3125","5.1.0.39","5.1.0.39","Dell Data Vault Rules Processor","Dell Data Vault","Process","8",,"False",,"3388","Microsoft.Win32.SafeHandles.SafeProcessHandle","211","2172",".","0","","System.Diagnostics.ProcessModule (DDVRulesProcessor.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16752","16752","5775360","5775360","119880","119880","18071552","18071552","28569600","28569600","88842240","88842240","True","Normal","5775360","5775360","00:00:01.5000000","DDVRulesProcessor","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:56:01 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.3125000","00:00:00.8125000","84242432","84242432","False",,,,"26095616","26095616",,
"dllhost","1","157","2199099125760","25169920","2781184","9912","C:\WINDOWS\system32\DllHost.exe","Microsoft Corporation","0.96875","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","COM Surrogate","Microsoft? Windows? Operating System","Process","8",,"False",,"2956","Microsoft.Win32.SafeHandles.SafeProcessHandle","157","10668",".","0","","System.Diagnostics.ProcessModule (DllHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9912","9912","2781184","2781184","131088","131088","4997120","4997120","26742784","26742784","151793664","2199175049216","True","Normal","2781184","2781184","00:00:00.8593750","dllhost","15","True","1","System.Diagnostics.ProcessStartInfo","1/2/2018 10:03:22 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9687500","00:00:00.1093750","75870208","2199099125760","False",,,,"25169920","25169920",,
"dllhost","1","124","2199109640192","8056832","2351104","8960","C:\WINDOWS\system32\DllHost.exe","Microsoft Corporation","0.09375","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","COM Surrogate","Microsoft? Windows? Operating System","Process","8",,"False",,"3640","Microsoft.Win32.SafeHandles.SafeProcessHandle","124","15892",".","0","","System.Diagnostics.ProcessModule (DllHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8960","8960","2351104","2351104","162328","162328","2625536","2625536","8282112","8282112","92413952","2199115669504","True","Normal","2351104","2351104","00:00:00.0937500","dllhost","15","True","1","System.Diagnostics.ProcessStartInfo","1/4/2018 10:10:38 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00","86384640","2199109640192","False",,,,"8056832","8056832",,
"dwm","1","519","2199483097088","70172672","79273984","41848","C:\WINDOWS\system32\dwm.exe","Microsoft Corporation","1473.6875","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","Desktop Window Manager","Microsoft? Windows? Operating System","Process","13",,"False",,"3376","Microsoft.Win32.SafeHandles.SafeProcessHandle","519","1180",".","0","","System.Diagnostics.ProcessModule (dwm.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","41848","41848","79273984","79273984","831392","831392","162865152","162865152","214548480","214548480","665915392","2199689170944","True","High","79273984","79273984","00:12:06.3125000","dwm","15","True","1","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:23 AM",,"System.Diagnostics.ProcessThreadCollection","00:24:33.6875000","00:12:27.3750000","459841536","2199483097088","False",,,,"70172672","70172672",,
"EcatService","0","475","212402176","52097024","83456000","50440","C:\WINDOWS\system32\EcatService.exe","RSA","979.390625","4.3.0.3","4.3.0.3","","","Process","8",,"False",,"3532","Microsoft.Win32.SafeHandles.SafeProcessHandle","475","7152",".","0","","System.Diagnostics.ProcessModule (EcatService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","50440","50440","83456000","83456000","244552","244552","201289728","201289728","238133248","238133248","376836096","376836096","True","Normal","83456000","83456000","00:09:06.7968750","EcatService","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:56:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:16:19.3906250","00:07:12.5937500","212402176","212402176","False",,,,"52097024","52097024",,
"EmsService","0","382","618016768","27766784","28823552","36400","C:\Program Files\Dell\Dell Data Protection\Encryption\EMSService.exe","Dell Inc.","2.140625","8.12.0.26","8.12.0.26","External Media Encryption Service.","Dell Data Protection Encryption","Process","8",,"False",,"2352","Microsoft.Win32.SafeHandles.SafeProcessHandle","382","3652",".","0","","System.Diagnostics.ProcessModule (EMSService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","36400","36400","28823552","28823552","381400","381400","30031872","30031872","33628160","33628160","634322944","634322944","True","Normal","28823552","28823552","00:00:01.0781250","EmsService","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:29 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.1406250","00:00:01.0625000","618016768","618016768","False",,,,"27766784","27766784",,
"enstart64","0","136","75763712","30748672","2260992","11216","C:\WINDOWS\system32\enstart64.exe","Guidance Software","0.3125","7.5.0.219","7.05","EnCase Enterprise Agent","EnCase Enterprise Agent","Process","8",,"False",,"2912","Microsoft.Win32.SafeHandles.SafeProcessHandle","136","3868",".","0","","System.Diagnostics.ProcessModule (enstart64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11216","11216","2260992","2260992","147848","147848","2686976","2686976","31125504","31125504","76357632","76357632","True","Normal","2260992","2260992","00:00:00.1718750","enstart64","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:30 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3125000","00:00:00.1406250","75763712","75763712","False",,,,"30748672","30748672",,
"esif_assist_64","1","36","44482560","7749632","1032192","4880","C:\WINDOWS\TEMP\DPTF\esif_assist_64.exe","Intel Corporation","1.796875","8.2.10900.330","8.2.10900.330","Intel(R) Dynamic Platform and Thermal Framework Utility Application","Intel(R) Dynamic Platform and Thermal Framework Utility Application","Process","8",,"False",,"2908","Microsoft.Win32.SafeHandles.SafeProcessHandle","36","4988",".","0","","System.Diagnostics.ProcessModule (esif_assist_64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","4880","4880","1032192","1032192","82736","82736","1077248","1077248","7925760","7925760","47697920","47697920","True","Normal","1032192","1032192","00:00:01.6718750","esif_assist_64","15","True","1","System.Diagnostics.ProcessStartInfo","1/2/2018 9:58:27 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.7968750","00:00:00.1250000","44482560","44482560","False",,,,"7749632","7749632",,
"esif_uf","0","100","38514688","14721024","1544192","7160","C:\WINDOWS\System32\Intel\DPTF\esif_uf.exe","Intel Corporation","0.21875","8.2.10900.330","8.2.10900.330","Intel(R) Dynamic Platform and Thermal Framework","Intel(R) Dynamic Platform and Thermal Framework","Process","13",,"False",,"3744","Microsoft.Win32.SafeHandles.SafeProcessHandle","100","3228",".","0","","System.Diagnostics.ProcessModule (esif_uf.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7160","7160","1544192","1544192","69224","69224","1658880","1658880","15015936","15015936","42778624","42778624","True","High","1544192","1544192","00:00:00.0625000","esif_uf","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:28 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2187500","00:00:00.1562500","38514688","38514688","False",,,,"14721024","14721024",,
"explorer","1","1913","2199809232896","187265024","170397696","114560","C:\WINDOWS\Explorer.EXE","Microsoft Corporation","202.796875","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","Windows Explorer","Microsoft? Windows? Operating System","Process","8",,"False",,"3780","Microsoft.Win32.SafeHandles.SafeProcessHandle","1913","3712",".","196790","","System.Diagnostics.ProcessModule (Explorer.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","114560","114560","170397696","170397696","1171280","1171280","190320640","190320640","225017856","225017856","1110843392","2200134098944","True","Normal","170397696","170397696","00:02:35.9687500","explorer","15","True","1","System.Diagnostics.ProcessStartInfo","1/2/2018 9:58:35 AM",,"System.Diagnostics.ProcessThreadCollection","00:03:22.7968750","00:00:46.8281250","785977344","2199809232896","False",,,,"187265024","187265024",,
"FireSvc","0","520","156655616","29589504","38072320","28408","C:\Program Files\McAfee\Host Intrusion Prevention\FireSvc.exe","McAfee, Inc.","412.03125","8.0.0.3828","8.0.0.3828","McAfee HIP Main Service","McAfee Host Intrusion Prevention","Process","8",,"False",,"3076","Microsoft.Win32.SafeHandles.SafeProcessHandle","520","3904",".","0","","System.Diagnostics.ProcessModule (FireSvc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","28408","28408","38072320","38072320","200440","200440","54235136","54235136","69505024","69505024","183730176","183730176","True","Normal","38072320","38072320","00:04:46.2343750","FireSvc","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:30 AM",,"System.Diagnostics.ProcessThreadCollection","00:06:52.0468750","00:02:05.8125000","156655616","156655616","False",,,,"29589504","29589504",,
"FrameworkService","0","527","184664064","2002944","22609920","45792","C:\Program Files (x86)\McAfee\Common Framework\FrameworkService.exe","McAfee, Inc.","1404.609375","4.8.0.1995","4.8.0","Framework Service","McAfee Agent","Process","6",,"False",,"2876","Microsoft.Win32.SafeHandles.SafeProcessHandle","527","3640",".","0","","System.Diagnostics.ProcessModule (FrameworkService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","45792","45792","22609920","22609920","213000","213000","44322816","44322816","58454016","58454016","195629056","195629056","True","BelowNormal","22609920","22609920","00:09:13.3750000","FrameworkService","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:29 AM",,"System.Diagnostics.ProcessThreadCollection","00:23:24.6093750","00:14:11.2343750","184664064","184664064","False",,,,"2002944","2002944",,
"hidfind","1","67","57380864","16703488","1105920","6920","C:\Program Files\DellTPad\HidFind.exe","Alps Electric Co., Ltd.","0.46875","8, 1, 0, 33","8, 1, 0, 33","Alps Pointing-device Driver","Alps Pointing-device Driver","Process","8",,"False",,"3836","Microsoft.Win32.SafeHandles.SafeProcessHandle","67","8980",".","0","","System.Diagnostics.ProcessModule (HidFind.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","6920","6920","1105920","1105920","109176","109176","1249280","1249280","17113088","17113088","60596224","60596224","True","Normal","1105920","1105920","00:00:00.3437500","hidfind","15","True","1","System.Diagnostics.ProcessStartInfo","1/2/2018 9:58:46 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4687500","00:00:00.1250000","57380864","57380864","False",,,,"16703488","16703488",,
"HidMonitorSvc","0","93","33628160","12595200","1130496","7120","C:\Program Files\DellTPad\HidMonitorSvc.exe","Alps Electric Co., Ltd.","0.265625","8, 1, 0, 13","8, 1, 0, 13","HidMonitorSvc Application","HidMonitorSvc Application","Process","8",,"False",,"3400","Microsoft.Win32.SafeHandles.SafeProcessHandle","93","3404",".","0","","System.Diagnostics.ProcessModule (HidMonitorSvc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7120","7120","1130496","1130496","62368","62368","1245184","1245184","12898304","12898304","38940672","38940672","True","Normal","1130496","1130496","00:00:00.1093750","HidMonitorSvc","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:29 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2656250","00:00:00.1562500","33628160","33628160","False",,,,"12595200","12595200",,
"HipMgmt","0","295","128344064","53538816","20164608","22280","C:\Program Files (x86)\McAfee\Host Intrusion Prevention\HipMgmt.exe","McAfee, Inc.","579.46875","8.0.0.3828","8.0.0.3828","HIP lpc interface with MA 4.8+","McAfee Host Intrusion Prevention","Process","8",,"False",,"3824","Microsoft.Win32.SafeHandles.SafeProcessHandle","295","3396",".","0","","System.Diagnostics.ProcessModule (HipMgmt.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22280","22280","20164608","20164608","163736","163736","31178752","31178752","65376256","65376256","140341248","140341248","True","Normal","20164608","20164608","00:04:53.6562500","HipMgmt","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:29 AM",,"System.Diagnostics.ProcessThreadCollection","00:09:39.4687500","00:04:45.8125000","128344064","128344064","False",,,,"53538816","53538816",,
"HWDeviceService64","0","149","71798784","26398720","1626112","8280","C:\ProgramData\DatacardService\HWDeviceService64.exe","","12.234375","2, 0, 0, 62","2, 0, 0, 62","DCSHOST","HWDeviceService","Process","8",,"False",,"3380","Microsoft.Win32.SafeHandles.SafeProcessHandle","149","3440",".","0","","System.Diagnostics.ProcessModule (HWDeviceService64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8280","8280","1626112","1626112","133848","133848","1867776","1867776","26673152","26673152","76062720","76062720","True","Normal","1626112","1626112","00:00:11.4218750","HWDeviceService64","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:29 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:12.2343750","00:00:00.8125000","71798784","71798784","False",,,,"26398720","26398720",,
"Idle","0","0","65536","4096","0","0",,,,,,,,"Process","0",,,,,,"0","0",".","0","",,,,,"0","0","0","0","0","0","0","0","4096","4096","65536","65536",,,"0","0",,"Idle",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"65536","65536","False",,,,"4096","4096",,
"igfxCUIService","0","160","50229248","19800064","1851392","9704","C:\WINDOWS\system32\igfxCUIService.exe","Intel Corporation","0.28125","6.15.10.3682","6.15.10.3682","igfxCUIService Module","Intel(R) Common User Interface","Process","8",,"False",,"3932","Microsoft.Win32.SafeHandles.SafeProcessHandle","160","1740",".","0","","System.Diagnostics.ProcessModule (igfxCUIService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9704","9704","1851392","1851392","90024","90024","1949696","1949696","20123648","20123648","54493184","54493184","True","Normal","1851392","1851392","00:00:00.1718750","igfxCUIService","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:24 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2812500","00:00:00.1093750","50229248","50229248","False",,,,"19800064","19800064",,
"igfxEM","1","188","117202944","40153088","4673536","14056","C:\WINDOWS\system32\igfxEM.exe","Intel Corporation","5.890625","6.15.10.3682","6.15.10.3682","igfxEM Module","Intel(R) Common User Interface","Process","8",,"False",,"3960","Microsoft.Win32.SafeHandles.SafeProcessHandle","188","2840",".","0","","System.Diagnostics.ProcessModule (igfxEM.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14056","14056","4673536","4673536","215304","215304","4743168","4743168","41861120","41861120","144687104","144687104","True","Normal","4673536","4673536","00:00:05.4375000","igfxEM","15","True","1","System.Diagnostics.ProcessStartInfo","1/2/2018 9:58:37 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:05.8906250","00:00:00.4531250","117202944","117202944","False",,,,"40153088","40153088",,
"igfxHK","1","115","67256320","20123648","2506752","9840","C:\WINDOWS\system32\igfxHK.exe","Intel Corporation","0.203125","6.15.10.3682","6.15.10.3682","igfxHK Module","Intel(R) Common User Interface","Process","8",,"False",,"3420","Microsoft.Win32.SafeHandles.SafeProcessHandle","115","3772",".","0","","System.Diagnostics.ProcessModule (igfxHK.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9840","9840","2506752","2506752","120456","120456","3268608","3268608","20647936","20647936","74567680","74567680","True","Normal","2506752","2506752","00:00:00.1875000","igfxHK","15","True","1","System.Diagnostics.ProcessStartInfo","1/2/2018 9:58:38 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2031250","00:00:00.0156250","67256320","67256320","False",,,,"20123648","20123648",,
