"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"IpOverUsbSvc","0","229","123207680","11776000","8867840","15976","C:\Program Files (x86)\Common Files\Microsoft Shared\Phone Tools\CoreCon\11.0\bin\IpOverUsbSvc.exe","Microsoft Corporation","1.265625","10.0.15063.468 (WinBuild.160101.0800)","10.0.15063.468","Windows IP Over USB PC Service","Microsoft (R) Windows (R) Kits","Process","8",,"False",,"3812","Microsoft.Win32.SafeHandles.SafeProcessHandle","229","3380",".","0","","System.Diagnostics.ProcessModule (IpOverUsbSvc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15976","15976","8867840","8867840","160768","160768","9281536","9281536","13312000","13312000","128655360","128655360","True","Normal","8867840","8867840","00:00:00.9218750","IpOverUsbSvc","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:29 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.2656250","00:00:00.3437500","123207680","123207680","False",,,,"11776000","11776000",,
"ipython","1","88","50176000","5656576","1314816","7800","C:\Users\Deepak_Dhami\AppData\Local\Programs\Python\Python35-32\Scripts\ipython.exe",,"0.0625",,,,,"Process","8",,"False",,"3916","Microsoft.Win32.SafeHandles.SafeProcessHandle","88","14360",".","0","","System.Diagnostics.ProcessModule (ipython.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7800","7800","1314816","1314816","97728","97728","1658880","1658880","5746688","5746688","55136256","55136256","True","Normal","1314816","1314816","00:00:00.0625000","ipython","15","True","1","System.Diagnostics.ProcessStartInfo","1/5/2018 7:30:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00","50176000","50176000","False",,,,"5656576","5656576",,
"jhi_service","0","114","35831808","18051072","1249280","8944","C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL\jhi_service.exe","Intel Corporation","0.1875","11.5.0.1020","11.5.0.1020","Intel(R) Dynamic Application Loader Host Interface","Intel(R) Dynamic Application Loader Host Interface","Process","8",,"False",,"3276","Microsoft.Win32.SafeHandles.SafeProcessHandle","114","4768",".","0","","System.Diagnostics.ProcessModule (jhi_service.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8944","8944","1249280","1249280","70368","70368","1572864","1572864","18370560","18370560","42385408","42385408","True","Normal","1249280","1249280","00:00:00.0468750","jhi_service","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:56:14 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1875000","00:00:00.1406250","35831808","35831808","False",,,,"18051072","18051072",,
"jupyter-notebook","1","103","50774016","5312512","1400832","7936","C:\Users\Deepak_Dhami\AppData\Local\Programs\Python\Python35-32\Scripts\jupyter-notebook.exe",,"0.09375",,,,,"Process","8",,"False",,"4020","Microsoft.Win32.SafeHandles.SafeProcessHandle","103","2400",".","0","","System.Diagnostics.ProcessModule (jupyter-notebook.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7936","7936","1400832","1400832","111184","111184","1753088","1753088","6037504","6037504","55730176","55730176","True","Normal","1400832","1400832","00:00:00.0781250","jupyter-notebook","15","True","1","System.Diagnostics.ProcessStartInfo","1/5/2018 7:25:09 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0156250","50774016","50774016","False",,,,"5312512","5312512",,
"LMS","0","448","113770496","43421696","8384512","31840","C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\LMS\LMS.exe","Intel Corporation","384.484375","11.5.0.1020","11.5.0.1020","Intel(R) Local Management Service","Intel(R) Management and Security Application Local Management Service","Process","8",,"False",,"3752","Microsoft.Win32.SafeHandles.SafeProcessHandle","448","1044",".","0","","System.Diagnostics.ProcessModule (LMS.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","31840","31840","8384512","8384512","187776","187776","8642560","8642560","45215744","45215744","119078912","119078912","True","Normal","8384512","8384512","00:05:49.4375000","LMS","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:56:15 AM",,"System.Diagnostics.ProcessThreadCollection","00:06:24.4843750","00:00:35.0468750","113770496","113770496","False",,,,"43421696","43421696",,
"lsass","0","1584","2199090671616","32235520","10526720","32800","C:\WINDOWS\system32\lsass.exe","Microsoft Corporation","218","10.0.14393.1770 (rs1_release.170917-1700)","10.0.14393.1770","Local Security Authority Process","Microsoft? Windows? Operating System","Process","9",,"False",,"4052","Microsoft.Win32.SafeHandles.SafeProcessHandle","1584","628",".","0","","System.Diagnostics.ProcessModule (lsass.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","32800","32800","10526720","10526720","165032","165032","12185600","12185600","35553280","35553280","72310784","2199095566336","True","Normal","10526720","10526720","00:02:07.6093750","lsass","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:20 AM",,"System.Diagnostics.ProcessThreadCollection","00:03:38.0156250","00:01:30.4062500","67416064","2199090671616","False",,,,"32235520","32235520",,
"masvc","0","84","42291200","21815296","1753088","17296","C:\Program Files\McAfee\Agent\masvc.exe","McAfee, Inc.","0.09375","5.0.4.283","5.0.4.283","McAfee Agent Service","McAfee Agent","Process","8",,"False",,"2184","Microsoft.Win32.SafeHandles.SafeProcessHandle","84","3388",".","0","","System.Diagnostics.ProcessModule (masvc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17296","17296","1753088","1753088","80808","80808","1884160","1884160","22323200","22323200","46485504","46485504","True","Normal","1753088","1753088","00:00:00.0625000","masvc","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:29 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0312500","42291200","42291200","False",,,,"21815296","21815296",,
"mcshield","0","703","359182336","96145408","186454016","29064","C:\Program Files\Common Files\McAfee\SystemCore\mcshield.exe","McAfee, Inc.","748.5","VSCORE.15.6.0.1551.x64","15.6.0.1551","McAfee On-Access Scanner service","VSCORE","Process","8",,"False",,"4088","Microsoft.Win32.SafeHandles.SafeProcessHandle","703","5428",".","0","","System.Diagnostics.ProcessModule (mcshield.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","29064","29064","186454016","186454016","202904","202904","553107456","553107456","403554304","403554304","843395072","843395072","True","Normal","186454016","186454016","00:03:18.4687500","mcshield","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:53 AM",,"System.Diagnostics.ProcessThreadCollection","00:12:28.5000000","00:09:10.0312500","359182336","359182336","False",,,,"96145408","96145408",,
"McTray","1","374","170496000","1835008","7548928","33072","C:\Program Files (x86)\McAfee\Common Framework\McTray.exe","McAfee, Inc.","7.328125","2.1.1.1248","","McTray Application","McAfee System Tray","Process","8",,"False",,"3224","Microsoft.Win32.SafeHandles.SafeProcessHandle","374","9292",".","0","","System.Diagnostics.ProcessModule (McTray.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","33072","33072","7548928","7548928","284600","284600","8216576","8216576","45613056","45613056","197140480","197140480","True","Normal","7548928","7548928","00:00:06.2031250","McTray","15","True","1","System.Diagnostics.ProcessStartInfo","1/2/2018 9:58:55 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:07.3281250","00:00:01.1250000","170496000","170496000","False",,,,"1835008","1835008",,
"Memory Compression","0","0","454426624","378724352","1228800","0",,,"204.21875",,,,,"Process","8",,,,,,"0","3840",".","0","",,,,,"0","0","1228800","1228800","4224","4224","1495040","1495040","689238016","689238016","760217600","760217600",,,"1228800","1228800","00:03:24.2187500","Memory Compression",,"True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:30 AM",,"System.Diagnostics.ProcessThreadCollection","00:03:24.2187500","00:00:00","454426624","454426624","False",,,,"378724352","378724352",,
"mfeann","0","393","101621760","4431872","5865472","21432","C:\Program Files (x86)\McAfee\VirusScan Enterprise\mfeann.exe","McAfee, Inc.","10.953125","VSCORE.15.6.0.1551.x86","15.6.0.1551","VSCore Announcer","VSCORE","Process","8",,"False",,"3352","Microsoft.Win32.SafeHandles.SafeProcessHandle","393","5320",".","0","","System.Diagnostics.ProcessModule (mfeann.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21432","21432","5865472","5865472","174256","174256","6033408","6033408","41668608","41668608","106565632","106565632","True","Normal","5865472","5865472","00:00:08.5156250","mfeann","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:10.9531250","00:00:02.4375000","101621760","101621760","False",,,,"4431872","4431872",,
"mfefire","0","179","60383232","18944000","2764800","16000","C:\Program Files\Common Files\McAfee\SystemCore\mfefire.exe","McAfee, Inc.","16.65625","SYSCORE.15.5.0.4030","15.5.0.4030","McAfee Core Firewall Service","SYSCORE","Process","8",,"False",,"3428","Microsoft.Win32.SafeHandles.SafeProcessHandle","179","5328",".","0","","System.Diagnostics.ProcessModule (mfefire.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16000","16000","2764800","2764800","106096","106096","3309568","3309568","20221952","20221952","63356928","63356928","True","Normal","2764800","2764800","00:00:12.2968750","mfefire","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:16.6562500","00:00:04.3593750","60383232","60383232","False",,,,"18944000","18944000",,
"mfemms","0","178","54439936","14491648","4075520","11304","C:\Program Files\Common Files\McAfee\SystemCore\mfemms.exe","McAfee, Inc.","129.703125","SYSCORE.15.6.0.1870","15.6.0.1870","McAfee Management Service","SYSCORE","Process","8",,"False",,"3416","Microsoft.Win32.SafeHandles.SafeProcessHandle","178","3412",".","0","","System.Diagnostics.ProcessModule (mfemms.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11304","11304","4075520","4075520","86680","86680","4288512","4288512","14999552","14999552","57872384","57872384","True","Normal","4075520","4075520","00:01:51.7656250","mfemms","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:29 AM",,"System.Diagnostics.ProcessThreadCollection","00:02:09.7031250","00:00:17.9375000","54439936","54439936","False",,,,"14491648","14491648",,
"mfevtps","0","207","45707264","15421440","3649536","9088","C:\windows\system32\mfevtps.exe","McAfee, Inc.","27.828125","SYSCORE.15.6.0.1870","15.6.0.1870","McAfee Process Validation Service","SYSCORE","Process","8",,"False",,"3776","Microsoft.Win32.SafeHandles.SafeProcessHandle","207","3624",".","0","","System.Diagnostics.ProcessModule (mfevtps.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9088","9088","3649536","3649536","81336","81336","4214784","4214784","16150528","16150528","48050176","48050176","True","Normal","3649536","3649536","00:00:20.5625000","mfevtps","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:29 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:27.8281250","00:00:07.2656250","45707264","45707264","False",,,,"15421440","15421440",,
"mfevtps","0","254","123039744","57655296","45387776","12096","C:\windows\system32\mfevtps.exe","McAfee, Inc.","244.015625","SYSCORE.15.6.0.1870","15.6.0.1870","McAfee Process Validation Service","SYSCORE","Process","8",,"False",,"3184","Microsoft.Win32.SafeHandles.SafeProcessHandle","254","4248",".","0","","System.Diagnostics.ProcessModule (mfevtps.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12096","12096","45387776","45387776","108152","108152","46489600","46489600","71036928","71036928","170156032","170156032","True","Normal","45387776","45387776","00:02:01.2031250","mfevtps","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:30 AM",,"System.Diagnostics.ProcessThreadCollection","00:04:04.0156250","00:02:02.8125000","123039744","123039744","False",,,,"57655296","57655296",,
"Microsoft.Photos","1","1016","913453056","73109504","131665920","70760","C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2017.35063.13610.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe","Microsoft Corporation","27.46875","2017.35063.13610.00000","2017.35063.1361000000-release1706","Microsoft.Photos.exe","Microsoft Photos","Process","8",,"False",,"3412","Microsoft.Win32.SafeHandles.SafeProcessHandle","1016","6196",".","264154","Photos","System.Diagnostics.ProcessModule (Microsoft.Photos.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","70760","70760","131665920","131665920","896496","896496","156041216","156041216","207298560","207298560","964464640","964464640","True","Normal","131665920","131665920","00:00:13.1250000","Microsoft.Photos","15","False","1","System.Diagnostics.ProcessStartInfo","1/2/2018 10:48:44 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:27.4687500","00:00:14.3437500","913453056","913453056","False",,,,"73109504","73109504",,
"mqsvc","0","369","2199128571904","39067648","6262784","31920","C:\WINDOWS\system32\mqsvc.exe","Microsoft Corporation","2.046875","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","Message Queuing Service","Microsoft? Windows? Operating System","Process","8",,"False",,"3448","Microsoft.Win32.SafeHandles.SafeProcessHandle","369","3568",".","0","","System.Diagnostics.ProcessModule (mqsvc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","31920","31920","6262784","6262784","193752","193752","6643712","6643712","39751680","39751680","109514752","2199132770304","True","Normal","6262784","6262784","00:00:01.2343750","mqsvc","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:29 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.0468750","00:00:00.8125000","105316352","2199128571904","False",,,,"39067648","39067648",,
"msdtc","0","241","2199086993408","20938752","4644864","19560","C:\WINDOWS\System32\msdtc.exe","Microsoft Corporation","1.5","2001.12.10941.16384 (rs1_release.160715-1616)","10.0.14393.0","Microsoft Distributed Transaction Coordinator Service","Microsoft? Windows? Operating System","Process","8",,"False",,"3556","Microsoft.Win32.SafeHandles.SafeProcessHandle","241","4404",".","0","","System.Diagnostics.ProcessModule (msdtc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19560","19560","4644864","4644864","89864","89864","5525504","5525504","21553152","21553152","65310720","2199088566272","True","Normal","4644864","4644864","00:00:00.6875000","msdtc","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:30 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.5000000","00:00:00.8125000","63737856","2199086993408","False",,,,"20938752","20938752",,
"msoia","1","55","51257344","200704","1007616","6240","C:\Program Files\Microsoft Office\Office15\msoia.exe","Microsoft Corporation","0.046875","15.0.4569.1503","15.0.4569.1503","Office Telemetry Agent","Microsoft Office 2013","Process","6",,"False",,"3636","Microsoft.Win32.SafeHandles.SafeProcessHandle","55","13360",".","0","","System.Diagnostics.ProcessModule (msoia.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","6240","6240","1007616","1007616","97168","97168","1069056","1069056","4657152","4657152","53354496","53354496","True","BelowNormal","1007616","1007616","00:00:00.0468750","msoia","15","True","1","System.Diagnostics.ProcessStartInfo","1/5/2018 7:22:58 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00","51257344","51257344","False",,,,"200704","200704",,
"N1E.ClientHealth.Service","0","480","637685760","40640512","35110912","47912","C:\Program Files\1E\NomadBranch\N1E.ClientHealth.Service.exe","1E","9.765625","6.2.200.6","6.2.200.6","1E Client Health Agent","1E Nomad","Process","8",,"False",,"2384","Microsoft.Win32.SafeHandles.SafeProcessHandle","480","2520",".","0","","System.Diagnostics.ProcessModule (N1E.ClientHealth.Service.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","47912","47912","35110912","35110912","401952","401952","41115648","41115648","46415872","46415872","644816896","644816896","True","Normal","35110912","35110912","00:00:05.8906250","N1E.ClientHealth.Service","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:55:55 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:09.7656250","00:00:03.8750000","637685760","637685760","False",,,,"40640512","40640512",,
"naPrdMgr","0","342","118108160","2375680","12541952","26256","C:\Program Files (x86)\McAfee\Common Framework\naPrdMgr.exe","McAfee, Inc.","50.90625","4.8.0.1995","4.8.0","NAI Product Manager","McAfee Agent","Process","6",,"False",,"3652","Microsoft.Win32.SafeHandles.SafeProcessHandle","342","4960",".","0","","System.Diagnostics.ProcessModule (naPrdMgr.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26256","26256","12541952","12541952","189880","189880","18874368","18874368","57143296","57143296","129548288","129548288","True","BelowNormal","12541952","12541952","00:00:25.2031250","naPrdMgr","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:35 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:50.9062500","00:00:25.7031250","118108160","118108160","False",,,,"2375680","2375680",,
"ngvpnmgr","0","260","106967040","43700224","3321856","17520","C:\WINDOWS\system32\ngvpnmgr.exe","Dell Inc.","2.921875","11.40.402","11.40.402","VPN Tunnel Manager","Connect Tunnel","Process","8",,"False",,"3616","Microsoft.Win32.SafeHandles.SafeProcessHandle","260","2364",".","0","","System.Diagnostics.ProcessModule (ngvpnmgr.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17520","17520","3321856","3321856","201064","201064","3522560","3522560","44220416","44220416","110182400","110182400","True","Normal","3321856","3321856","00:00:02.2031250","ngvpnmgr","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:25 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.9218750","00:00:00.7187500","106967040","106967040","False",,,,"43700224","43700224",,
"NomadBranch","0","348","108294144","5169152","5410816","20768","C:\Program Files\1E\NomadBranch\NomadBranch.exe","1E","8.34375","6.2.200.6","6.2.200.6","NomadBranch.exe","1E Nomad","Process","8",,"False",,"3672","Microsoft.Win32.SafeHandles.SafeProcessHandle","348","2248",".","0","","System.Diagnostics.ProcessModule (NomadBranch.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20768","20768","5410816","5410816","201912","201912","5685248","5685248","43712512","43712512","114778112","114778112","True","Normal","5410816","5410816","00:00:07","NomadBranch","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:56:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:08.3437500","00:00:01.3437500","108294144","108294144","False",,,,"5169152","5169152",,
"o2flash","0","132","23674880","9572352","1142784","5824","C:\WINDOWS\System32\drivers\o2flash.exe","BayHubTech/O2Micro International","0.390625","1, 0, 0, 3","1, 0, 0, 3","O2 Flash Memory Service","O2 MS1/MP1 Service","Process","8",,"False",,"3712","Microsoft.Win32.SafeHandles.SafeProcessHandle","132","3672",".","0","","System.Diagnostics.ProcessModule (o2flash.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","5824","5824","1142784","1142784","43232","43232","1245184","1245184","10014720","10014720","26296320","26296320","True","Normal","1142784","1142784","00:00:00.1875000","o2flash","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:29 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3906250","00:00:00.2031250","23674880","23674880","False",,,,"9572352","9572352",,
"ouc","0","160","61153280","30449664","2306048","8800","C:\ProgramData\airtel\OnlineUpdate\ouc.exe",,"0.5625",,,,,"Process","8",,"False",,"3312","Microsoft.Win32.SafeHandles.SafeProcessHandle","160","5072",".","0","","System.Diagnostics.ProcessModule (ouc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8800","8800","2306048","2306048","124656","124656","2351104","2351104","30605312","30605312","68288512","68288512","True","Normal","2306048","2306048","00:00:00.5000000","ouc","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:36 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5625000","00:00:00.0625000","61153280","61153280","False",,,,"30449664","30449664",,
"PFERemediation","0","267","563937280","23007232","24006656","28872","C:\Program Files (x86)\Microsoft PFE Remediation for Configuration Manager\PFERemediation.exe","Microsoft","0.71875","0.0.14.7","0.0.14.7","PFE_Client_Health","PFE_Client_Health","Process","8",,"False",,"3608","Microsoft.Win32.SafeHandles.SafeProcessHandle","267","3556",".","0","","System.Diagnostics.ProcessModule (PFERemediation.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","28872","28872","24006656","24006656","288384","288384","26648576","26648576","27521024","27521024","574947328","574947328","True","Normal","24006656","24006656","00:00:00.5156250","PFERemediation","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:29 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7187500","00:00:00.2031250","563937280","563937280","False",,,,"23007232","23007232",,
"powershell","1","692","2199713931264","109191168","93974528","38256","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","10.640625","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","Windows PowerShell","Microsoft? Windows? Operating System","Process","8",,"False",,"3188","Microsoft.Win32.SafeHandles.SafeProcessHandle","692","2528",".","0","","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","38256","38256","93974528","93974528","520368","520368","95801344","95801344","109625344","109625344","711782400","2199735037952","True","Normal","93974528","93974528","00:00:08.6250000","powershell","15","True","1","System.Diagnostics.ProcessStartInfo","1/5/2018 7:43:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:10.7031250","00:00:02.0781250","690675712","2199713931264","False",,,,"109191168","109191168",,
"powershell","1","714","2199708893184","61513728","84406272","36632","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","3.9375","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","Windows PowerShell","Microsoft? Windows? Operating System","Process","8",,"False",,"4048","Microsoft.Win32.SafeHandles.SafeProcessHandle","714","2588",".","0","","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","36632","36632","84406272","84406272","521624","521624","85254144","85254144","100040704","100040704","709091328","2199732346880","True","Normal","84406272","84406272","00:00:02.8125000","powershell","15","True","1","System.Diagnostics.ProcessStartInfo","1/5/2018 7:24:43 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.9375000","00:00:01.1250000","685637632","2199708893184","False",,,,"61513728","61513728",,
"PresentationFontCache","0","196","549408768","17973248","25767936","26008","C:\WINDOWS\Microsoft.Net\Framework64\v3.0\WPF\PresentationFontCache.exe","Microsoft Corporation","0.4375","3.0.6920.8763 built by: WinRel","3.0.6920.8763","PresentationFontCache.exe","Microsoft? .NET Framework","Process","8",,"False",,"3396","Microsoft.Win32.SafeHandles.SafeProcessHandle","196","3780",".","0","","System.Diagnostics.ProcessModule (PresentationFontCache.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26008","26008","25767936","25767936","258112","258112","28405760","28405760","19673088","19673088","556158976","556158976","True","Normal","25767936","25767936","00:00:00.2031250","PresentationFontCache","15","True","0","System.Diagnostics.ProcessStartInfo","1/2/2018 9:58:29 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4375000","00:00:00.2343750","549408768","549408768","False",,,,"17973248","17973248",,
"python","1","351","162230272","41504768","34754560","57400","c:\users\deepak_dhami\appdata\local\programs\python\python35-32\python.exe","Python Software Foundation","7.84375","3.5.0","3.5.0","Python","Python","Process","8",,"False",,"3748","Microsoft.Win32.SafeHandles.SafeProcessHandle","351","7036",".","0","","System.Diagnostics.ProcessModule (python.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","57400","57400","34754560","34754560","242240","242240","35565568","35565568","51097600","51097600","187920384","187920384","True","Normal","34754560","34754560","00:00:05.2500000","python","15","True","1","System.Diagnostics.ProcessStartInfo","1/5/2018 7:25:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:07.8437500","00:00:02.5937500","162230272","162230272","False",,,,"41504768","41504768",,
"python","1","190","125874176","31916032","23638016","21728","c:\users\deepak_dhami\appdata\local\programs\python\python35-32\python.exe","Python Software Foundation","6.65625","3.5.0","3.5.0","Python","Python","Process","8",,"False",,"3256","Microsoft.Win32.SafeHandles.SafeProcessHandle","190","8596",".","0","","System.Diagnostics.ProcessModule (python.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21728","21728","23638016","23638016","179424","179424","23719936","23719936","31928320","31928320","134524928","134524928","True","Normal","23638016","23638016","00:00:02.3125000","python","15","True","1","System.Diagnostics.ProcessStartInfo","1/5/2018 7:30:18 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:06.6562500","00:00:04.3437500","125874176","125874176","False",,,,"31916032","31916032",,
"python","1","261","143372288","36372480","27406336","67104","c:\users\deepak_dhami\appdata\local\programs\python\python35-32\python.exe","Python Software Foundation","2.09375","3.5.0","3.5.0","Python","Python","Process","8",,"False",,"3628","Microsoft.Win32.SafeHandles.SafeProcessHandle","261","11784",".","0","","System.Diagnostics.ProcessModule (python.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","67104","67104","27406336","27406336","199472","199472","28041216","28041216","36876288","36876288","150253568","150253568","True","Normal","27406336","27406336","00:00:01.2187500","python","15","True","1","System.Diagnostics.ProcessStartInfo","1/5/2018 7:27:21 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.0937500","00:00:00.8750000","143372288","143372288","False",,,,"36372480","36372480",,
"RAVBg64","1","268","123121664","42283008","5963776","14464","C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe","Realtek Semiconductor","1.359375","1, 0, 0, 221","1, 0, 0, 221","HD Audio Background Process","HD Audio Background Process","Process","8",,"False",,"3368","Microsoft.Win32.SafeHandles.SafeProcessHandle","268","2288",".","0","","System.Diagnostics.ProcessModule (RAVBg64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14464","14464","5963776","5963776","233488","233488","6012928","6012928","42885120","42885120","128577536","128577536","True","Normal","5963776","5963776","00:00:01.0937500","RAVBg64","15","True","1","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:25 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.3593750","00:00:00.2656250","123121664","123121664","False",,,,"42283008","42283008",,
"RAVBg64","1","321","119783424","40525824","4882432","14056","C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe","Realtek Semiconductor","1.59375","1, 0, 0, 221","1, 0, 0, 221","HD Audio Background Process","HD Audio Background Process","Process","8",,"False",,"2224","Microsoft.Win32.SafeHandles.SafeProcessHandle","321","2312",".","0","","System.Diagnostics.ProcessModule (RAVBg64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14056","14056","4882432","4882432","226032","226032","4947968","4947968","41189376","41189376","123019264","123019264","True","Normal","4882432","4882432","00:00:01.3281250","RAVBg64","15","True","1","System.Diagnostics.ProcessStartInfo","1/2/2018 9:53:25 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.5937500","00:00:00.2656250","119783424","119783424","False",,,,"40525824","40525824",,
